Brand,Model,CC,Type,Province,Distance,Condition,Price,Age
Yamaha,NMax 155,300,Scooter,Nonthaburi,16793,Broken,37000.0,15
Honda,Wave 125,150,Underbone,Ranong,42377,Excellent,34500.0,0
Honda,Click 160,150,Scooter,Lampang,31338,Good,36500.0,11
Suzuki,Raider 150,300,Sport,Ranong,32220,Good,26000.0,4
Honda,CBR 150R,300,Sport,Lamphun,27325,Good,31000.0,3
Suzuki,Smash,125,Underbone,Yala,10056,Excellent,29200.0,11
Lambretta,Lambretta V,155,Scooter,Phayao,1476,Good,61600.0,2
Suzuki,Raider 150,150,Sport,Phetchaburi,25409,Bad,20500.0,8
Vespa,GTS,300,Scooter,Ranong,15376,Broken,62000.0,6
Lambretta,Lambretta V,300,Scooter,Yasothon,8630,Broken,57000.0,15
Honda,PCX 160,160,Scooter,Udon Thani,24486,Good,36600.0,8
Yamaha,MT-15,300,Sport,Phatthalung,36503,Excellent,39000.0,0
Yamaha,Spark 110i,155,Underbone,Suphan Buri,27333,Good,36600.0,1
Vespa,Primavera,300,Scooter,Chanthaburi,26694,Excellent,71000.0,6
Honda,CBR 300R,125,Sport,Chanthaburi,35802,Bad,25200.0,9
Honda,Click 160,155,Scooter,Songkhla,16732,Broken,30600.0,13
Honda,CBR 300R,155,Sport,Trang,33506,Fair,27600.0,5
Suzuki,Raider 150,155,Sport,Samut Prakan,48629,Good,24600.0,10
Yamaha,NMax 155,300,Scooter,Nakhon Sawan,15416,Bad,39000.0,7
Suzuki,Raider 150,150,Sport,Khon Kaen,38638,Broken,18500.0,7
Honda,Sonic 125,160,Underbone,Nong Bua Lamphu,44436,Broken,25600.0,10
Vespa,Sprints,155,Scooter,Nakhon Si Thammarat,47393,Broken,60600.0,13
Honda,PCX 160,150,Scooter,Nan,27410,Fair,34500.0,6
Yamaha,YZF-R15,125,Sport,Prachinburi,34245,Bad,30200.0,3
Honda,PCX 160,160,Scooter,Pattani,33887,Good,36600.0,9
Honda,PCX 160,125,Scooter,Nakhon Pathom,36634,Broken,30200.0,12
Honda,Wave 110i,160,Underbone,Buri Ram,40518,Good,31600.0,7
Suzuki,Smash,125,Underbone,Ayutthaya,18487,Excellent,29200.0,1
Yamaha,XSR155,160,Sport,Nan,36865,Bad,30600.0,15
Honda,CBR 300R,110,Sport,Kamphaeng Phet,22882,Broken,23100.0,5
Vespa,Sprints,155,Scooter,Nakhon Nayok,46935,Excellent,69600.0,11
Yamaha,XSR155,300,Sport,Suphan Buri,25791,Excellent,39000.0,14
Honda,CBR 150R,155,Sport,Trang,17318,Broken,23600.0,3
Honda,Click 160,160,Scooter,Nonthaburi,3771,Good,36600.0,0
Yamaha,YZF-R15,155,Sport,Chanthaburi,37839,Bad,30600.0,11
Yamaha,XSR155,110,Sport,Nakhon Nayok,5010,Fair,32100.0,9
Vespa,Primavera,110,Scooter,Saraburi,17132,Bad,62100.0,12
Lambretta,Lambretta X,155,Scooter,Phang Nga,35069,Broken,55600.0,3
Suzuki,GSX R150,125,Sport,Chiang Rai,20406,Bad,20200.0,0
Honda,Click 125,125,Scooter,Phayao,39111,Fair,34200.0,13
Suzuki,GSX R150,150,Sport,Kalasin,49409,Fair,22500.0,13
Yamaha,GT 125,150,Scooter,Roi Et,38541,Fair,39500.0,12
Honda,Dream 110,160,Underbone,Rayong,24389,Good,31600.0,13
Lambretta,Lambretta V,150,Scooter,Yala,1782,Excellent,64500.0,10
Suzuki,J Crossover,150,Underbone,Roi Et,4112,Bad,22500.0,8
Vespa,Primavera,110,Scooter,Kamphaeng Phet,44543,Excellent,69100.0,13
Honda,CBR 300R,125,Sport,Nakhon Nayok,949,Good,29200.0,10
Honda,Sonic 125,155,Underbone,Sa Kaeo,32127,Fair,29600.0,8
Honda,Wave 125,160,Underbone,Sisaket,41150,Fair,29600.0,3
Vespa,Sprints,160,Scooter,Nakhon Sawan,14478,Good,66600.0,13
Lambretta,Lambretta X,150,Scooter,Roi Et,1111,Good,61500.0,5
Honda,Click 160,125,Scooter,Tak,49116,Broken,30200.0,14
Lambretta,Lambretta X,300,Scooter,Loei,32099,Excellent,66000.0,12
Yamaha,NMax 155,300,Scooter,Trat,46808,Bad,39000.0,6
Yamaha,MT-15,300,Sport,Satun,28801,Good,36000.0,8
Yamaha,MT-15,125,Sport,Nong Bua Lamphu,24591,Broken,28200.0,12
,PCX 160,110,Scooter,Yasothon,9982,,,7
Yamaha,Spark 110i,2500,Underbone,Nakhon Si Thammarat,5903,Bad,1.0,3
Honda,Wave 110i,155,Underbone,Sakon Nakhon,6947,Excellent,34600.0,13
Lambretta,Lambretta V,155,Scooter,Mahasarakham,781,Fair,59600.0,8
Honda,Sonic 125,155,Underbone,Pathum Thani,31922,Fair,29600.0,0
Suzuki,Raider 150,155,Sport,Ubon Ratchathani,41654,Fair,22600.0,11
Yamaha,GT 125,300,Scooter,Nakhon Nayok,27829,Excellent,46000.0,7
Honda,Dream 110,150,Underbone,Sukhothai,37582,Bad,27500.0,7
Honda,Sonic 125,160,Underbone,Phatthalung,24883,Fair,29600.0,15
Honda,Click 125,150,Scooter,Nong Khai,7191,Fair,34500.0,8
Yamaha,YZF-R15,300,Sport,Phetchaburi,40056,Broken,30000.0,7
Yamaha,Fin 115i,150,Underbone,Amnat Charoen,32271,Excellent,39500.0,15
Yamaha,XSR155,300,Sport,Ranong,31358,Broken,30000.0,10
Honda,CBR 300R,300,Sport,Ang Thong,10252,Excellent,34000.0,3
Yamaha,XSR155,125,Sport,Amnat Charoen,45452,Good,34200.0,3
Suzuki,Smash,125,Underbone,Nong Khai,37593,Excellent,29200.0,5
Yamaha,GT 125,150,Scooter,Buri Ram,24690,Good,41500.0,2
,GT 125,150,Scooter,Kalasin,7889,,,12
Suzuki,J Crossover,110,Underbone,Sa Kaeo,19441,Excellent,29100.0,0
Honda,Click 160,300,Scooter,Songkhla,6452,Excellent,41000.0,10
Yamaha,Spark 110i,1000,Underbone,Mukdahan,24795,Good,999999.0,2
,Lambretta V,125,Scooter,Bangkok,12395,,,2
Yamaha,Spark 110i,160,Underbone,Phichit,15992,Broken,30600.0,13
Yamaha,YZF-R15,150,Sport,Kamphaeng Phet,39358,Fair,32500.0,14
Yamaha,YZF-R15,150,Sport,Suphan Buri,41864,Good,34500.0,14
Suzuki,GSX R150,155,Sport,Amnat Charoen,16351,Broken,18600.0,8
,Raider 150,160,Sport,Satun,4674,,,11
Suzuki,GSX R150,150,Sport,Sakon Nakhon,40801,Excellent,27500.0,14
Honda,Wave 125,110,Underbone,Kalasin,8683,Bad,27100.0,7
Honda,Wave 125,125,Underbone,Nakhon Ratchasima,37302,Excellent,34200.0,5
Yamaha,Spark 110i,125,Underbone,Lamphun,18297,Fair,34200.0,0
Yamaha,Spark 110i,110,Underbone,Phichit,48024,Fair,34100.0,3
Suzuki,J Crossover,160,Underbone,Ayutthaya,36378,Broken,20600.0,6
Lambretta,Lambretta X,125,Scooter,Phayao,9328,Fair,59200.0,12
Vespa,GTS,2000,Scooter,Nakhon Phanom,20327,Fair,1.0,8
Yamaha,XSR155,160,Sport,Yala,34016,Fair,32600.0,6
Yamaha,YZF-R15,150,Sport,Lampang,1822,Bad,30500.0,9
Honda,Sonic 125,125,Underbone,Prachuap Khiri Khan,15468,Bad,27200.0,4
Honda,Wave 125,160,Underbone,Lopburi,32401,Broken,25600.0,11
Yamaha,GT 125,110,Scooter,Pattani,23723,Fair,39100.0,9
Suzuki,J Crossover,160,Underbone,Surat Thani,37895,Bad,22600.0,5
Honda,Wave 110i,110,Underbone,Sa Kaeo,36938,Good,31100.0,0
Vespa,Primavera,150,Scooter,Samut Prakan,23034,Good,66500.0,2
Yamaha,XSR155,160,Sport,Buri Ram,33634,Excellent,37600.0,2
Lambretta,Lambretta V,125,Scooter,Ayutthaya,0,Bad,57200.0,12
Suzuki,Raider 150,125,Sport,Phuket,46710,Fair,22200.0,9
Yamaha,XSR155,155,Sport,Phrae,12693,Fair,32600.0,4
Vespa,GTS,125,Scooter,Phrae,44160,Broken,60200.0,4
Yamaha,Spark 110i,160,Underbone,Nakhon Phanom,12289,Fair,34600.0,6
Yamaha,GT 125,110,Scooter,Narathiwat,3840,Broken,35100.0,15
,Click 160,155,Scooter,Nakhon Nayok,19073,,,1
Honda,CBR 300R,155,Sport,Phuket,16262,Fair,27600.0,0
Vespa,Primavera,2000,Scooter,Udon Thani,10239,Bad,999999.0,1
Yamaha,GT 125,1000,Scooter,Mukdahan,11844,Bad,999999.0,14
Honda,Sonic 125,155,Underbone,Phuket,2813,Fair,29600.0,15
,MT-15,110,Sport,Singburi,25248,,,1
Vespa,Sprints,125,Scooter,Phayao,40088,Bad,62200.0,9
Honda,Wave 125,125,Underbone,Chiang Rai,32357,Broken,25200.0,2
Honda,Sonic 125,125,Underbone,Surin,17710,Bad,27200.0,0
Yamaha,NMax 155,110,Scooter,Roi Et,5536,Good,41100.0,6
Yamaha,NMax 155,155,Scooter,Nakhon Pathom,43702,Broken,35600.0,13
Yamaha,GT 125,300,Scooter,Kamphaeng Phet,30064,Bad,39000.0,8
Yamaha,MT-15,2500,Sport,Ang Thong,22238,Fair,999999.0,10
Honda,Wave 110i,155,Underbone,Ratchaburi,44952,Fair,29600.0,14
Honda,CBR 300R,2000,Sport,Phetchabun,35830,Fair,999999.0,15
Suzuki,Smash,125,Underbone,Singburi,42116,Broken,20200.0,13
Yamaha,YZF-R15,150,Sport,Kalasin,8922,Fair,32500.0,15
Honda,CBR 300R,155,Sport,Chachoengsao,17141,Good,29600.0,1
Yamaha,YZF-R15,110,Sport,Yasothon,24871,Bad,30100.0,3
Suzuki,GSX R150,155,Sport,Lamphun,31938,Good,24600.0,7
Yamaha,Fin 115i,110,Underbone,Sukhothai,41174,Fair,34100.0,1
Yamaha,MT-15,155,Sport,Sisaket,33946,Broken,28600.0,4
Yamaha,XSR155,160,Sport,Satun,22332,Good,34600.0,14
Yamaha,MT-15,110,Sport,Satun,31925,Broken,28100.0,12
Yamaha,YZF-R15,125,Sport,Mae Hong Son,921,Fair,32200.0,13
Yamaha,Spark 110i,300,Underbone,Narathiwat,26848,Broken,32000.0,7
Yamaha,Fin 115i,155,Underbone,Ubon Ratchathani,17821,Good,36600.0,12
Yamaha,Spark 110i,160,Underbone,Phrae,32864,Excellent,39600.0,2
Suzuki,J Crossover,125,Underbone,Sakon Nakhon,24742,Broken,20200.0,7
Yamaha,MT-15,150,Sport,Ranong,49871,Fair,32500.0,13
Honda,Wave 110i,155,Underbone,Phatthalung,601,Broken,25600.0,1
,Smash,155,Underbone,Trat,45312,,,10
Vespa,GTS,150,Scooter,Yala,1262,Excellent,69500.0,7
Yamaha,Spark 110i,150,Underbone,Nan,43254,Broken,30500.0,4
Yamaha,NMax 155,110,Scooter,Prachinburi,2564,Broken,35100.0,6
Suzuki,GSX R150,160,Sport,Narathiwat,2867,Broken,18600.0,2
Honda,Sonic 125,155,Underbone,Phetchaburi,41407,Bad,27600.0,13
Suzuki,J Crossover,125,Underbone,Trat,31878,Good,26200.0,9
Yamaha,YZF-R15,155,Sport,Mukdahan,45663,Good,34600.0,10
Suzuki,GSX R150,300,Sport,Nakhon Ratchasima,37930,Fair,24000.0,14
Yamaha,YZF-R15,155,Sport,Rayong,9031,Fair,32600.0,8
Vespa,GTS,155,Scooter,Surat Thani,2155,Excellent,69600.0,15
Yamaha,NMax 155,300,Scooter,Suphan Buri,15090,Bad,39000.0,5
Vespa,Sprints,160,Scooter,Phayao,46190,Bad,62600.0,6
Suzuki,Smash,300,Underbone,Nakhon Phanom,44979,Good,28000.0,12
Yamaha,YZF-R15,160,Sport,Singburi,8368,Fair,32600.0,8
Lambretta,Lambretta V,150,Scooter,Amnat Charoen,20970,Bad,57500.0,9
Honda,Wave 110i,125,Underbone,Nong Bua Lamphu,10888,Bad,27200.0,8
Yamaha,YZF-R15,110,Sport,Prachuap Khiri Khan,44309,Excellent,37100.0,0
Honda,Sonic 125,125,Underbone,Loei,27694,Bad,27200.0,9
Honda,Wave 125,155,Underbone,Pathum Thani,44949,Good,31600.0,13
,Spark 110i,300,Underbone,Ayutthaya,23482,,,15
Yamaha,Spark 110i,125,Underbone,Chanthaburi,38891,Excellent,39200.0,14
Lambretta,Lambretta X,125,Scooter,Nakhon Phanom,18053,Good,61200.0,5
Vespa,Primavera,155,Scooter,Chonburi,25646,Good,66600.0,12
Honda,Wave 110i,300,Underbone,Phayao,11344,Excellent,36000.0,7
Honda,Dream 110,300,Underbone,Phrae,41048,Broken,27000.0,15
Yamaha,Spark 110i,300,Underbone,Chaiyaphum,40835,Excellent,41000.0,1
Honda,Click 125,150,Scooter,Uthai Thani,15349,Good,36500.0,12
Lambretta,Lambretta X,155,Scooter,Surin,42382,Fair,59600.0,3
Honda,CBR 150R,160,Sport,Khon Kaen,47319,Fair,27600.0,2
Vespa,GTS,300,Scooter,Nong Khai,3663,Broken,62000.0,12
Lambretta,Lambretta X,110,Scooter,Pathum Thani,288,Bad,57100.0,2
Yamaha,GT 125,300,Scooter,Singburi,14854,Broken,37000.0,8
Yamaha,XSR155,300,Sport,Singburi,15004,Broken,30000.0,15
Honda,Wave 125,155,Underbone,Nong Khai,25051,Broken,25600.0,12
Honda,Sonic 125,125,Underbone,Tak,39856,Broken,25200.0,3
Honda,CBR 150R,155,Sport,Nan,14361,Excellent,32600.0,4
Vespa,Sprints,110,Scooter,Mae Hong Son,20723,Excellent,69100.0,0
Honda,PCX 160,110,Scooter,Saraburi,26844,Excellent,39100.0,1
Yamaha,GT 125,155,Scooter,Sisaket,24225,Good,41600.0,2
Yamaha,NMax 155,160,Scooter,Phayao,260,Good,41600.0,8
Suzuki,GSX R150,110,Sport,Pattaya,0,Fair,22100.0,1
Suzuki,Smash,155,Underbone,Samut Sakhon,35253,Good,26600.0,9
Lambretta,Lambretta V,125,Scooter,Nakhon Sawan,26042,Excellent,64200.0,7
Lambretta,Lambretta V,155,Scooter,Bangkok,1894,Bad,57600.0,3
Honda,Sonic 125,160,Underbone,Nong Bua Lamphu,49734,Bad,27600.0,12
,YZF-R15,110,Sport,Pathum Thani,27002,,,13
Yamaha,MT-15,155,Sport,Mukdahan,2253,Excellent,37600.0,5
,GSX R150,150,Sport,Nakhon Sawan,37305,,,8
Vespa,GTS,300,Scooter,Bangkok,47291,Broken,62000.0,12
Lambretta,Lambretta X,150,Scooter,Sa Kaeo,25409,Bad,57500.0,8
Yamaha,NMax 155,155,Scooter,Chaiyaphum,10591,Broken,35600.0,10
Yamaha,XSR155,125,Sport,Khon Kaen,41250,Excellent,37200.0,15
Honda,Dream 110,155,Underbone,Narathiwat,6271,Bad,27600.0,6
Honda,Dream 110,300,Underbone,Nakhon Si Thammarat,12230,Broken,27000.0,9
Yamaha,XSR155,110,Sport,Mae Hong Son,11794,Excellent,37100.0,11
Honda,PCX 160,110,Scooter,Nakhon Pathom,42083,Good,36100.0,10
Suzuki,Raider 150,110,Sport,Surin,7235,Good,24100.0,7
Honda,PCX 160,125,Scooter,Nakhon Nayok,31324,Fair,34200.0,9
Suzuki,Smash,110,Underbone,Saraburi,291,Bad,22100.0,6
Honda,Click 125,150,Scooter,Prachuap Khiri Khan,23172,Good,36500.0,13
Yamaha,NMax 155,150,Scooter,Sa Kaeo,9698,Bad,37500.0,1
Honda,Click 160,110,Scooter,Phetchabun,31203,Good,36100.0,7
Lambretta,Lambretta V,155,Scooter,Pathum Thani,28648,Bad,57600.0,12
Yamaha,Spark 110i,300,Underbone,Buri Ram,2824,Broken,32000.0,8
Yamaha,NMax 155,300,Scooter,Surin,16066,Bad,39000.0,1
Yamaha,GT 125,125,Scooter,Phang Nga,17977,Good,41200.0,8
Suzuki,GSX R150,125,Sport,Phuket,46692,Good,24200.0,10
Suzuki,Smash,300,Underbone,Surat Thani,12187,Broken,22000.0,13
Vespa,Sprints,110,Scooter,Ratchaburi,39157,Fair,64100.0,14
Suzuki,J Crossover,155,Underbone,Sukhothai,46258,Fair,24600.0,12
Vespa,Sprints,150,Scooter,Loei,9366,Excellent,69500.0,2
Lambretta,Lambretta V,125,Scooter,Saraburi,15013,Bad,57200.0,1
Honda,Click 125,160,Scooter,Phrae,31315,Bad,32600.0,5
Suzuki,Raider 150,150,Sport,Satun,45932,Fair,22500.0,13
Yamaha,NMax 155,160,Scooter,Samut Songkhram,21873,Broken,35600.0,1
Yamaha,NMax 155,110,Scooter,Mukdahan,25429,Excellent,44100.0,11
Honda,Wave 125,300,Underbone,Ang Thong,32755,Fair,31000.0,4
Yamaha,GT 125,150,Scooter,Saraburi,38811,Broken,35500.0,0
Lambretta,Lambretta V,300,Scooter,Rayong,41510,Good,63000.0,2
Yamaha,Fin 115i,150,Underbone,Roi Et,30775,Fair,34500.0,8
Yamaha,Spark 110i,155,Underbone,Bangkok,15784,Bad,32600.0,11
Yamaha,XSR155,110,Sport,Phuket,30730,Fair,32100.0,4
Vespa,Primavera,125,Scooter,Nakhon Pathom,8287,Broken,60200.0,9
Yamaha,Fin 115i,300,Underbone,Phayao,37561,Broken,32000.0,4
Lambretta,Lambretta V,160,Scooter,Pattani,18406,Bad,57600.0,8
Suzuki,J Crossover,110,Underbone,Loei,4995,Broken,20100.0,12
Honda,Wave 110i,155,Underbone,Nakhon Sawan,23428,Good,31600.0,8
Lambretta,Lambretta V,150,Scooter,Nakhon Si Thammarat,42696,Good,61500.0,3
Honda,CBR 150R,110,Sport,Lampang,49328,Broken,23100.0,2
Honda,Click 160,110,Scooter,Sakon Nakhon,47340,Excellent,39100.0,2
Honda,Wave 125,155,Underbone,Prachinburi,30243,Broken,25600.0,13
Yamaha,NMax 155,160,Scooter,Sakon Nakhon,28521,Broken,35600.0,13
Yamaha,XSR155,155,Sport,Mahasarakham,11958,Fair,32600.0,11
Yamaha,MT-15,110,Sport,Lamphun,5222,Good,34100.0,14
Suzuki,Smash,155,Underbone,Songkhla,3697,Fair,24600.0,3
Honda,Wave 125,110,Underbone,Khon Kaen,27462,Broken,25100.0,6
Honda,Dream 110,110,Underbone,Lampang,2223,Fair,29100.0,1
Suzuki,Raider 150,150,Sport,Loei,14570,Good,24500.0,12
Honda,Sonic 125,150,Underbone,Lopburi,9383,Bad,27500.0,11
Honda,Wave 125,2500,Underbone,Nong Bua Lamphu,39001,Bad,1.0,8
Vespa,GTS,150,Scooter,Phayao,32932,Broken,60500.0,15
Yamaha,Spark 110i,125,Underbone,Nakhon Nayok,43681,Fair,34200.0,7
Honda,CBR 300R,160,Sport,Khon Kaen,27943,Broken,23600.0,4
Yamaha,XSR155,125,Sport,Singburi,26160,Good,34200.0,5
Yamaha,MT-15,110,Sport,Phatthalung,7489,Good,34100.0,10
Yamaha,MT-15,150,Sport,Buri Ram,36404,Good,34500.0,3
Honda,Dream 110,110,Underbone,Tak,43963,Excellent,34100.0,10
Honda,Wave 125,155,Underbone,Chanthaburi,4239,Excellent,34600.0,4
Yamaha,GT 125,125,Scooter,Pattaya,28267,Good,41200.0,4
Honda,CBR 150R,150,Sport,Sisaket,36113,Fair,27500.0,2
Honda,CBR 150R,160,Sport,Khon Kaen,15342,Good,29600.0,5
Yamaha,Spark 110i,110,Underbone,Ayutthaya,27161,Good,36100.0,11
Yamaha,Spark 110i,110,Underbone,Surat Thani,16055,Excellent,39100.0,6
Yamaha,Spark 110i,150,Underbone,Sa Kaeo,25237,Fair,34500.0,7
,YZF-R15,125,Sport,Mukdahan,11362,,,4
Yamaha,Spark 110i,160,Underbone,Amnat Charoen,18290,Good,36600.0,2
Honda,CBR 150R,155,Sport,Uthai Thani,34920,Broken,23600.0,15
Honda,Click 160,125,Scooter,Bangkok,3259,Broken,30200.0,11
Honda,CBR 300R,110,Sport,Sukhothai,2742,Excellent,32100.0,3
Vespa,Primavera,155,Scooter,Nakhon Sawan,41802,Excellent,69600.0,7
Suzuki,Raider 150,110,Sport,Singburi,38118,Excellent,27100.0,14
Lambretta,Lambretta X,150,Scooter,Chai Nat,5310,Bad,57500.0,1
Vespa,Sprints,160,Scooter,Phetchabun,1336,Bad,62600.0,10
Yamaha,Spark 110i,150,Underbone,Songkhla,5407,Good,36500.0,4
Suzuki,J Crossover,155,Underbone,Mukdahan,5330,Excellent,29600.0,15
Lambretta,Lambretta V,300,Scooter,Phang Nga,17017,Bad,59000.0,8
Vespa,GTS,300,Scooter,Pattaya,34649,Bad,64000.0,10
Suzuki,Smash,110,Underbone,Phang Nga,7036,Bad,22100.0,8
Yamaha,YZF-R15,300,Sport,Songkhla,48812,Excellent,39000.0,2
Yamaha,MT-15,150,Sport,Saraburi,2981,Fair,32500.0,13
Honda,CBR 150R,300,Sport,Trang,12543,Bad,27000.0,2
Yamaha,NMax 155,110,Scooter,Surin,15265,Broken,35100.0,14
Vespa,GTS,110,Scooter,Nakhon Ratchasima,13686,Excellent,69100.0,12
Yamaha,MT-15,300,Sport,Ang Thong,16357,Bad,32000.0,11
Yamaha,Fin 115i,125,Underbone,Surat Thani,14794,Broken,30200.0,0
Suzuki,Smash,155,Underbone,Khon Kaen,49823,Bad,22600.0,2
Yamaha,Spark 110i,125,Underbone,Songkhla,2514,Fair,34200.0,11
,Lambretta V,150,Scooter,Prachuap Khiri Khan,18004,,,9
Yamaha,NMax 155,160,Scooter,Rayong,37624,Good,41600.0,3
Yamaha,NMax 155,155,Scooter,Narathiwat,23727,Excellent,44600.0,0
Honda,Wave 125,300,Underbone,Pathum Thani,11128,Excellent,36000.0,12
Yamaha,Spark 110i,300,Underbone,Phang Nga,26039,Excellent,41000.0,4
Yamaha,Spark 110i,125,Underbone,Chiang Rai,7670,Good,36200.0,0
Yamaha,XSR155,160,Sport,Phichit,23179,Good,34600.0,7
Yamaha,XSR155,125,Sport,Mae Hong Son,6352,Broken,28200.0,11
Suzuki,J Crossover,155,Underbone,Pattaya,10583,Good,26600.0,12
Honda,Wave 110i,150,Underbone,Nong Khai,23873,Excellent,34500.0,0
Suzuki,GSX R150,125,Sport,Mae Hong Son,9315,Fair,22200.0,1
Yamaha,NMax 155,155,Scooter,Uthai Thani,10638,Fair,39600.0,14
Yamaha,MT-15,125,Sport,Chonburi,7690,Excellent,37200.0,1
Honda,Wave 110i,300,Underbone,Nakhon Ratchasima,5166,Bad,29000.0,14
Vespa,Sprints,160,Scooter,Chiang Mai,23073,Bad,62600.0,11
Honda,Dream 110,155,Underbone,Kalasin,41851,Good,31600.0,14
Yamaha,GT 125,155,Scooter,Saraburi,43943,Good,41600.0,15
Suzuki,Smash,110,Underbone,Mahasarakham,39904,Broken,20100.0,10
Honda,Wave 110i,110,Underbone,Saraburi,6716,Bad,27100.0,5
,GT 125,300,Scooter,Lampang,13878,,,9
,CBR 300R,300,Sport,Nakhon Nayok,43741,,,15
Suzuki,J Crossover,125,Underbone,Ayutthaya,30239,Bad,22200.0,3
Lambretta,Lambretta X,300,Scooter,Satun,11439,Good,63000.0,0
Honda,Wave 110i,150,Underbone,Nonthaburi,10347,Fair,29500.0,11
Suzuki,GSX R150,110,Sport,Lopburi,47666,Good,24100.0,13
Vespa,GTS,300,Scooter,Surat Thani,47518,Broken,62000.0,2
Yamaha,Fin 115i,160,Underbone,Samut Sakhon,49564,Broken,30600.0,10
Honda,Wave 110i,110,Underbone,Uthai Thani,8167,Excellent,34100.0,15
Yamaha,NMax 155,155,Scooter,Chaiyaphum,4182,Bad,37600.0,4
,GSX R150,160,Sport,Phichit,26979,,,11
Honda,Wave 110i,155,Underbone,Trang,25146,Excellent,34600.0,15
Honda,CBR 150R,155,Sport,Saraburi,45520,Bad,25600.0,12
Suzuki,J Crossover,300,Underbone,Prachuap Khiri Khan,11631,Good,28000.0,10
Honda,Click 160,160,Scooter,Phrae,36016,Bad,32600.0,4
Honda,Wave 110i,125,Underbone,Phetchabun,34033,Bad,27200.0,13
Yamaha,Fin 115i,155,Underbone,Samut Prakan,5617,Fair,34600.0,12
Honda,CBR 150R,150,Sport,Udon Thani,33609,Bad,25500.0,7
,CBR 150R,160,Sport,Phrae,36212,,,15
Vespa,Primavera,155,Scooter,Samut Sakhon,23883,Bad,62600.0,14
Suzuki,J Crossover,300,Underbone,Udon Thani,14742,Broken,22000.0,1
Honda,CBR 150R,300,Sport,Ubon Ratchathani,27955,Broken,25000.0,10
Honda,PCX 160,110,Scooter,Chiang Rai,39762,Good,36100.0,7
Yamaha,MT-15,155,Sport,Buri Ram,5295,Fair,32600.0,9
Suzuki,GSX R150,150,Sport,Phrae,49115,Broken,18500.0,1
Suzuki,Raider 150,300,Sport,Saraburi,14269,Good,26000.0,13
Honda,Wave 110i,160,Underbone,Yasothon,20947,Excellent,34600.0,7
Honda,Dream 110,155,Underbone,Samut Songkhram,12026,Fair,29600.0,13
Honda,Wave 125,155,Underbone,Bangkok,31945,Fair,29600.0,11
,Dream 110,155,Underbone,Nakhon Nayok,16828,,,4
Honda,CBR 150R,160,Sport,Samut Prakan,27641,Bad,25600.0,12
Yamaha,Fin 115i,150,Underbone,Phayao,32439,Bad,32500.0,15
Vespa,GTS,155,Scooter,Songkhla,21561,Good,66600.0,0
Honda,Dream 110,155,Underbone,Phatthalung,40129,Fair,29600.0,11
Suzuki,J Crossover,110,Underbone,Phayao,37229,Broken,20100.0,13
Honda,Dream 110,160,Underbone,Trat,9747,Broken,25600.0,4
Yamaha,YZF-R15,160,Sport,Chanthaburi,39471,Broken,28600.0,1
Suzuki,Smash,125,Underbone,Singburi,44059,Bad,22200.0,7
Yamaha,XSR155,150,Sport,Satun,34961,Excellent,37500.0,2
Yamaha,Fin 115i,150,Underbone,Phayao,30408,Broken,30500.0,9
Yamaha,Spark 110i,125,Underbone,Lampang,12109,Excellent,39200.0,8
Honda,Sonic 125,160,Underbone,Roi Et,37232,Good,31600.0,15
Yamaha,YZF-R15,300,Sport,Udon Thani,39076,Good,36000.0,14
Yamaha,MT-15,155,Sport,Kanchanaburi,9585,Broken,28600.0,8
Vespa,Sprints,300,Scooter,Pattani,13156,Excellent,71000.0,15
Honda,Wave 110i,155,Underbone,Pathum Thani,43665,Bad,27600.0,14
Lambretta,Lambretta V,300,Scooter,Samut Songkhram,40730,Good,63000.0,9
Yamaha,Fin 115i,300,Underbone,Prachinburi,49884,Fair,36000.0,0
Honda,Dream 110,150,Underbone,Songkhla,6388,Bad,27500.0,11
Lambretta,Lambretta V,2500,Scooter,Trang,17660,Bad,999999.0,10
Lambretta,Lambretta V,155,Scooter,Phetchabun,27305,Excellent,64600.0,7
Honda,Wave 125,125,Underbone,Mahasarakham,412,Fair,29200.0,13
Honda,CBR 150R,110,Sport,Uthai Thani,29994,Good,29100.0,7
Yamaha,YZF-R15,110,Sport,Satun,19355,Good,34100.0,14
Honda,PCX 160,110,Scooter,Sukhothai,17856,Fair,34100.0,0
Honda,Wave 110i,155,Underbone,Phang Nga,30125,Bad,27600.0,0
Lambretta,Lambretta X,300,Scooter,Nakhon Nayok,37415,Excellent,66000.0,6
Lambretta,Lambretta X,155,Scooter,Yala,145,Broken,55600.0,13
Suzuki,GSX R150,160,Sport,Phayao,43589,Bad,20600.0,0
Honda,Wave 110i,125,Underbone,Prachuap Khiri Khan,19460,Excellent,34200.0,4
Suzuki,Smash,110,Underbone,Prachuap Khiri Khan,13289,Excellent,29100.0,13
Yamaha,YZF-R15,300,Sport,Nakhon Nayok,40919,Broken,30000.0,14
Honda,Sonic 125,150,Underbone,Pathum Thani,46399,Fair,29500.0,11
Yamaha,MT-15,300,Sport,Ayutthaya,46615,Good,36000.0,8
Honda,Click 125,300,Scooter,Singburi,23836,Bad,34000.0,0
Suzuki,J Crossover,150,Underbone,Satun,10222,Good,26500.0,3
Lambretta,Lambretta X,160,Scooter,Phayao,11822,Good,61600.0,1
Suzuki,GSX R150,300,Sport,Chonburi,37431,Excellent,29000.0,14
